"Period","Year","Month","Flow","Port","Region","Volume (10^3m3)","Volume (MCF)","Value (CN$)","Value (US$)","Price (CN$/GJ)","Price (US$/MMBTU)"
"03/01/1986","1986","March","Exports","Huntingdon","West","157597.300000","5563336.279786951634851","23223164.10","16577376.68","3.86","2.90"
"03/01/1986","1986","March","Exports","Kingsgate","West","661362.700000","23346739.461956859400500","91719900.22","65472358.90","3.68","2.77"
"03/01/1986","1986","March","Exports","Monchy","MidWest","232526.200000","8208398.522442939525211","Confidential","Confidential","Confidential","Confidential"
"03/01/1986","1986","March","Exports","Niagara Falls","East","35937.800000","1268638.907872961722460","Confidential","Confidential","Confidential","Confidential"
"03/01/1986","1986","March","Exports","Philipsburg","East","16877.600000","595795.514236171907212","2552071.00","1821743.24","4.05","3.05"
"03/01/1986","1986","March","Exports","Reagan Field","MidWest","300.600000","10611.469141311162446","48716.00","34774.91","3.44","2.59"
"03/01/1986","1986","March","Exports","Sprague","MidWest","944.000000","33324.108015295200763","156522.00","111730.00","4.44","3.34"
"03/01/1986","1986","March","Exports","Total","Total","1544557.000000","54524347.779428293862117","223648106.27","159646587.55","3.85","2.90"
"03/01/1986","1986","March","Imports","Coutts","MidWest","115.100000","4063.140712458133058","14663.00","10466.88","3.47","2.61"
"03/01/1986","1986","March","Imports","Ojibway (Windsor)","MidWest","19881.900000","701850.194014086495828","2443525.00","1744259.92","3.28","2.47"
"03/01/1986","1986","March","Imports","Total","Total","19997.000000","705913.334726544628886","2458188.00","1754726.80","3.28","2.47"
"04/01/1986","1986","April","Exports","Aden","MidWest","12554.900000","443200.046314861987359","1284423.00","925698.14","2.78","2.11"
"04/01/1986","1986","April","Exports","Cardston","MidWest","0.400000","14.120384752243728","0.00","0.00","0.00","0.00"
"04/01/1986","1986","April","Exports","Cornwall","East","16611.000000","586384.277798801461741","2494250.00","1797634.10","4.02","3.05"
"04/01/1986","1986","April","Exports","Emerson","MidWest","237483.100000","8383381.860388931877606","40910377.37","29484570.34","4.61","3.50"
"04/01/1986","1986","April","Exports","Fort Frances","East","7634.600000","269508.723573699936175","1158180.00","834713.39","4.06","3.09"
"04/01/1986","1986","April","Exports","Huntingdon","West","119314.900000","4211930.736688713294051","Confidential","Confidential","Confidential","Confidential"
"04/01/1986","1986","April","Exports","Kingsgate","West","606737.000000","21418399.708555258713684","76157676.66","54887696.43","3.34","2.54"
"04/01/1986","1986","April","Exports","Monchy","MidWest","161870.700000","5714191.410287547515091","Confidential","Confidential","Confidential","Confidential"
"04/01/1986","1986","April","Exports","Niagara Falls","East","30350.800000","1071412.433845997435737","Confidential","Confidential","Confidential","Confidential"
"04/01/1986","1986","April","Exports","Philipsburg","East","10487.700000","370225.897915266395178","1387253.00","999808.88","3.54","2.69"
"04/01/1986","1986","April","Exports","Reagan Field","MidWest","319.700000","11285.717513230800512","41876.00","30180.51","2.78","2.11"
"04/01/1986","1986","April","Exports","Sprague","MidWest","621.700000","21946.608001174816011","102180.00","73642.28","4.40","3.34"
"04/01/1986","1986","April","Exports","Total","Total","1203986.500000","42501881.541268236476873","168177215.48","121207215.81","3.72","2.83"
"04/01/1986","1986","April","Imports","Coutts","MidWest","147.900000","5221.012262142118847","15202.57","10956.66","2.78","2.12"
"04/01/1986","1986","April","Imports","Ojibway (Windsor)","MidWest","35928.700000","1268317.669119848177623","4288468.00","3090747.25","3.18","2.42"
"04/01/1986","1986","April","Imports","Total","Total","36076.600000","1273538.681381990296470","4303670.57","3101703.91","3.18","2.42"
"05/01/1986","1986","May","Exports","Aden","MidWest","14110.400000","498110.692520149789041","1428590.00","1038719.13","2.75","2.11"
"05/01/1986","1986","May","Exports","Cardston","MidWest","0.400000","14.120384752243728","0.00","0.00","0.00","0.00"
"05/01/1986","1986","May","Exports","Cornwall","East","13696.300000","483492.564205389468451","1944347.00","1413722.92","3.79","2.91"
"05/01/1986","1986","May","Exports","Emerson","MidWest","255290.900000","9012014.329366446576926","39007369.97","28362022.38","4.08","3.13"
"05/01/1986","1986","May","Exports","Fort Frances","East","6615.200000","233522.923032606792469","1048658.00","762472.88","4.23","3.25"
"05/01/1986","1986","May","Exports","Huntingdon","West","171522.800000","6054919.824455376760096","Confidential","Confidential","Confidential","Confidential"
"05/01/1986","1986","May","Exports","Kingsgate","West","789925.600000","27885133.494117447712210","88014830.03","63995049.68","2.96","2.27"
"05/01/1986","1986","May","Exports","Monchy","MidWest","103651.800000","3659008.240656541409436","Confidential","Confidential","Confidential","Confidential"
"05/01/1986","1986","May","Exports","Niagara Falls","East","92072.200000","3250237.222463837694648","Confidential","Confidential","Confidential","Confidential"
"05/01/1986","1986","May","Exports","Philipsburg","East","8430.800000","297615.349423041079023","1038083.00","754783.86","3.29","2.52"
"05/01/1986","1986","May","Exports","Reagan Field","MidWest","251.800000","8888.782201537427491","32734.00","23800.69","2.76","2.12"
"05/01/1986","1986","May","Exports","Sprague","MidWest","378.100000","13347.293687058384966","61822.00","44950.40","4.36","3.35"
"05/01/1986","1986","May","Exports","Total","Total","1455946.300000","51396304.836514185338485","178046873.47","129456803.00","3.25","2.49"
"05/01/1986","1986","May","Imports","Coutts","MidWest","87.600000","3092.364260741376680","9166.86","6665.17","2.84","2.18"
"05/01/1986","1986","May","Imports","Ojibway (Windsor)","MidWest","39293.100000","1387084.225270970183395","4119952.00","2995592.14","2.80","2.14"
"05/01/1986","1986","May","Imports","Total","Total","39380.700000","1390176.589531711560075","4129118.86","3002257.31","2.80","2.14"
"06/01/1986","1986","June","Exports","Aden","MidWest","12039.300000","424998.870369219820501","1240048.00","892310.39","2.78","2.11"
"06/01/1986","1986","June","Exports","Cardston","MidWest","0.400000","14.120384752243728","0.00","0.00","0.00","0.00"
"06/01/1986","1986","June","Exports","Cornwall","East","9773.600000","345017.481036323277736","1438764.00","1035301.92","3.94","2.99"
"06/01/1986","1986","June","Exports","Emerson","MidWest","152736.700000","5391752.424470061960237","32283773.71","23230670.74","5.65","4.29"
"06/01/1986","1986","June","Exports","Fort Frances","East","5669.800000","200149.393670678738653","840416.00","604744.28","3.96","3.01"
"06/01/1986","1986","June","Exports","Huntingdon","West","117625.800000","4152303.881976176086834","Confidential","Confidential","Confidential","Confidential"
"06/01/1986","1986","June","Exports","Kingsgate","West","760546.400000","26848019.474834650294544","84840815.49","61049525.00","2.96","2.25"
"06/01/1986","1986","June","Exports","Monchy","MidWest","91270.300000","3221929.381131777078658","Confidential","Confidential","Confidential","Confidential"
"06/01/1986","1986","June","Exports","Niagara Falls","East","92394.000000","3261597.071997017774740","Confidential","Confidential","Confidential","Confidential"
"06/01/1986","1986","June","Exports","Philipsburg","East","6862.400000","242249.320809493417076","781008.00","561995.63","3.04","2.31"
"06/01/1986","1986","June","Exports","Reagan Field","MidWest","375.300000","13248.450993792678862","49145.00","35363.63","2.78","2.11"
"06/01/1986","1986","June","Exports","Sprague","MidWest","228.600000","8069.799885907291201","34378.00","24737.63","4.02","3.05"
"06/01/1986","1986","June","Exports","Total","Total","1249522.600000","44109349.671559850662770","161444444.89","116171757.87","3.43","2.61"
"06/01/1986","1986","June","Imports","Coutts","MidWest","14.100000","497.743562516591452","Confidential","Confidential","Confidential","Confidential"
"06/01/1986","1986","June","Imports","Ojibway (Windsor)","MidWest","40885.300000","1443290.416777276347225","Confidential","Confidential","Confidential","Confidential"
"06/01/1986","1986","June","Imports","Total","Total","40899.400000","1443788.160339792938677","4263544.21","3067949.63","2.78","2.11"
"07/01/1986","1986","July","Exports","Aden","MidWest","14965.900000","528310.665409011064733","1540623.00","1115923.00","2.77","2.12"
"07/01/1986","1986","July","Exports","Cardston","MidWest","0.400000","14.120384752243728","0.00","0.00","0.00","0.00"
"07/01/1986","1986","July","Exports","Cornwall","East","9683.800000","341847.454659444560545","1370999.00","993058.85","3.78","2.89"
"07/01/1986","1986","July","Exports","Emerson","MidWest","233225.300000","8233077.424893673502804","35680753.11","25844721.84","4.09","3.12"
"07/01/1986","1986","July","Exports","Fort Frances","East","5671.100000","200195.284921123530773","833811.00","603956.24","3.93","3.00"
"07/01/1986","1986","July","Exports","Huntingdon","West","150098.500000","5298621.426836638444713","Confidential","Confidential","Confidential","Confidential"
"07/01/1986","1986","July","Exports","Kingsgate","West","729250.600000","25743247.632011477048718","84365080.62","61108352.58","3.08","2.35"
"07/01/1986","1986","July","Exports","Monchy","MidWest","110542.700000","3902263.638879632192213","Confidential","Confidential","Confidential","Confidential"
"07/01/1986","1986","July","Exports","Niagara Falls","East","94085.800000","3321319.239306632627125","Confidential","Confidential","Confidential","Confidential"
"07/01/1986","1986","July","Exports","Philipsburg","East","5934.400000","209490.028184287965478","610386.00","442122.29","2.75","2.10"
"07/01/1986","1986","July","Exports","Reagan Field","MidWest","386.300000","13636.761574479381414","50283.00","36421.60","2.77","2.11"
"07/01/1986","1986","July","Exports","Sprague","MidWest","203.800000","7194.336031268179995","30394.00","22015.36","3.98","3.04"
"07/01/1986","1986","July","Exports","Total","Total","1354048.600000","47799218.013092420742239","165924444.01","120184433.55","3.26","2.49"
"07/01/1986","1986","July","Imports","Coutts","MidWest","18.700000","660.127987167394336","1958.94","1418.92","2.79","2.13"
"07/01/1986","1986","July","Imports","Ojibway (Windsor)","MidWest","31132.400000","1099003.665651881682472","3194568.00","2313928.78","2.74","2.09"
"07/01/1986","1986","July","Imports","Total","Total","31151.100000","1099663.793639049076808","3196526.94","2315347.70","2.74","2.09"
"08/01/1986","1986","August","Exports","Aden","MidWest","12723.300000","449144.728295556597326","1301751.00","937651.86","2.78","2.11"
"08/01/1986","1986","August","Exports","Cardston","MidWest","0.400000","14.120384752243728","0.00","0.00","0.00","0.00"
"08/01/1986","1986","August","Exports","Cornwall","East","10630.600000","375270.405368005467412","1263629.00","910192.56","3.18","2.41"
"08/01/1986","1986","August","Exports","Emerson","MidWest","269796.200000","9524065.371733248987555","38469543.34","27709630.16","3.81","2.90"
"08/01/1986","1986","August","Exports","Fort Frances","East","5711.800000","201632.034069664330213","839661.00","604808.21","3.93","2.99"
"08/01/1986","1986","August","Exports","Huntingdon","West","148012.200000","5224973.030065123214466","Confidential","Confidential","Confidential","Confidential"
"08/01/1986","1986","August","Exports","Kingsgate","West","742708.400000","26218320.916808341193677","80528717.77","58004873.27","2.89","2.19"
"08/01/1986","1986","August","Exports","Monchy","MidWest","133394.800000","4708964.749871504498750","Confidential","Confidential","Confidential","Confidential"
"08/01/1986","1986","August","Exports","Niagara Falls","East","91321.000000","3223719.139899123971329","Confidential","Confidential","Confidential","Confidential"
"08/01/1986","1986","August","Exports","Philipsburg","East","5766.700000","203570.056876909782037","557209.00","401357.90","2.58","1.96"
"08/01/1986","1986","August","Exports","Reagan Field","MidWest","395.800000","13972.120712345169981","51809.00","37318.05","2.78","2.11"
"08/01/1986","1986","August","Exports","Sprague","MidWest","217.300000","7670.899016656405853","32585.00","23470.99","4.01","3.05"
"08/01/1986","1986","August","Exports","Total","Total","1420678.500000","50151317.573101231862327","166781851.03","120133045.71","3.11","2.37"
"08/01/1986","1986","August","Imports","Coutts","MidWest","12.500000","441.262023507616535","Confidential","Confidential","Confidential","Confidential"
"08/01/1986","1986","August","Imports","Ojibway (Windsor)","MidWest","2878.900000","101627.939158086179532","Confidential","Confidential","Confidential","Confidential"
"08/01/1986","1986","August","Imports","Total","Total","2891.400000","102069.201181593796067","297084.87","213990.37","2.74","2.08"
